,capacity_policy,minfood_access_policy,ration_size_policy,day_access_policy,rerouting_policy,facility_refill_frequency,alpha,beta,gamma,epsilon,parallel_served_full,avg_interactions
0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
1,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
2,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
3,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
4,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
5,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
6,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
7,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
8,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
9,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
10,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
11,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1,6.0,20.0
12,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
13,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
14,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
15,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
16,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
17,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
18,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
19,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
20,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
21,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
22,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
23,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1,7.4,20.0
24,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
25,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
26,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
27,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
28,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
29,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
30,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
31,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
32,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
33,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
34,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
35,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.5,6.0,20.0
36,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
37,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
38,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
39,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
40,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
41,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
42,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
43,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
44,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
45,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
46,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
47,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,0.5,7.4,20.0
48,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
49,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
50,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
51,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
52,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
53,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
54,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
55,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
56,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
57,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
58,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
59,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,6.0,20.0
60,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
61,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
62,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
63,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
64,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
65,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
66,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
67,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
68,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
69,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
70,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
71,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,7.4,20.0
72,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
73,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
74,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
75,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
76,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
77,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
78,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
79,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
80,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
81,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
82,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
83,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.1,6.0,20.0
84,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
85,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
86,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
87,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
88,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
89,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
90,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
91,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
92,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
93,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
94,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
95,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.1,7.4,20.0
96,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
97,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
98,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
99,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
100,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
101,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
102,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
103,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
104,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
105,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
106,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
107,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.5,6.0,20.0
108,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
109,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
110,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
111,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
112,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
113,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
114,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
115,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
116,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
117,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
118,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
119,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.5,7.4,20.0
120,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
121,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
122,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
123,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
124,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
125,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
126,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
127,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
128,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
129,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
130,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
131,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,6.0,20.0
132,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
133,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
134,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
135,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
136,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
137,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
138,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
139,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
140,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
141,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
142,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
143,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,7.4,20.0
144,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
145,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
146,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
147,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
148,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
149,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
150,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
151,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
152,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
153,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
154,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
155,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.1,6.0,20.0
156,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
157,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
158,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
159,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
160,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
161,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
162,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
163,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
164,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
165,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
166,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
167,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.1,7.4,20.0
168,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
169,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
170,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
171,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
172,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
173,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
174,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
175,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
176,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
177,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
178,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
179,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.5,6.0,20.0
180,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
181,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
182,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
183,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
184,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
185,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
186,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
187,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
188,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
189,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
190,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
191,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,0.5,7.4,20.0
192,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
193,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
194,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
195,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
196,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
197,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
198,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
199,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
200,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
201,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
202,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
203,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,6.0,20.0
204,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
205,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
206,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
207,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
208,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
209,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
210,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
211,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
212,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
213,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
214,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
215,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
216,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
217,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
218,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
219,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
220,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
221,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
222,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
223,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
224,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
225,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
226,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
227,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
228,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
229,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
230,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
231,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
232,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
233,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
234,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
235,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
236,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
237,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
238,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
239,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
240,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
241,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
242,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
243,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
244,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
245,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
246,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
247,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
248,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
249,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
250,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
251,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
252,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
253,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
254,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
255,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
256,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
257,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
258,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
259,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
260,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
261,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
262,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
263,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
264,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
265,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
266,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
267,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
268,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
269,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
270,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
271,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
272,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
273,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
274,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
275,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
276,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
277,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
