,capacity_policy,minfood_access_policy,ration_size_policy,day_access_policy,rerouting_policy,facility_refill_frequency,alpha,beta,gamma,epsilon,parallel_served_full,avg_interactions
783,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
784,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
785,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
786,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
787,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
788,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
789,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
790,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
791,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,7.4,20.0
792,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
793,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
794,0.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
795,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
796,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
797,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
798,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
799,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
800,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
801,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
802,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
803,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.1,6.0,20.0
804,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
805,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
806,0.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
807,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
808,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
809,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
810,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
811,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
812,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
813,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
814,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
815,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.1,7.4,20.0
816,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
817,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
818,0.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
819,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
820,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
821,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
822,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
823,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
824,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
825,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
826,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
827,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.5,6.0,20.0
828,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
829,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
830,0.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
831,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
832,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
833,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
834,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
835,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
836,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
837,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
838,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
839,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,0.5,7.4,20.0
840,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
841,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
842,0.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
843,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
844,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
845,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
846,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
847,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
848,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
849,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
850,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
851,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,6.0,20.0
852,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
853,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
854,0.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
855,0.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
856,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
857,1.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
858,1.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
859,1.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
860,2.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
861,2.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
862,2.0,0.0,30.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
863,2.0,0.0,30.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,7.4,20.0
