,capacity_policy,minfood_access_policy,ration_size_policy,day_access_policy,rerouting_policy,alpha,beta,gamma,epsilon,parallel_served_full,avg_interactions
296,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
297,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
298,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
299,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
300,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
301,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
302,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
303,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
304,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
305,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
306,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
307,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
308,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
309,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
310,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
311,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
312,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
313,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
314,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
315,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
316,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
317,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
318,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
319,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
320,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
321,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
322,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
323,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
324,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
325,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
326,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
327,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
328,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
329,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
330,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
331,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
332,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
333,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
334,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
335,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
336,0.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
337,0.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
338,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
339,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
340,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
341,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
342,0.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
343,0.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
344,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
345,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
346,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
347,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
348,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
349,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
350,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
351,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
352,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
353,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
354,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
355,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
356,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
357,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
358,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
359,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
360,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
361,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
362,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
363,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
364,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
365,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
366,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
367,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
368,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
369,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
370,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
371,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
372,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
373,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
374,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
375,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
376,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
377,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
378,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
379,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
380,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
381,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
382,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
383,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
384,0.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
385,0.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
386,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
387,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
388,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
389,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
390,0.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
391,0.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
392,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
393,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
394,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
395,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
396,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
397,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
398,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
399,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
400,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
401,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
402,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
403,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
404,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
405,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
406,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
407,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
408,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
409,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
410,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
411,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
412,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
413,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
414,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
415,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
416,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
417,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
418,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
419,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
420,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
421,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
422,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
423,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
424,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
425,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
426,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
427,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
428,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
429,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
430,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
431,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
432,0.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
433,0.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
434,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
435,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
436,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,0.1,7.8,20.0
437,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,0.1,7.8,20.0
438,0.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
439,0.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
440,1.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
441,1.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
442,2.0,0.0,15.0,0.0,0.0,0.0,1.0,3.0,1.0,7.8,20.0
443,2.0,0.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,7.8,20.0
444,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
445,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
446,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
447,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
448,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
449,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,0.1,6.0,20.0
450,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
451,0.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
452,1.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
453,1.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
454,2.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
455,2.0,0.0,15.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,20.0
456,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
457,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
458,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
459,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
460,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,0.1,6.0,20.0
461,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,0.1,6.0,20.0
462,0.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
463,0.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
464,1.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
465,1.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
466,2.0,0.0,15.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,20.0
467,2.0,0.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,6.0,20.0
468,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
469,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
470,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
471,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
472,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,0.1,7.8,20.0
473,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.1,7.8,20.0
474,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
475,0.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
476,1.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
477,1.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
478,2.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,7.8,20.0
479,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,1.0,7.8,20.0
