avg_emotional_states
0.2,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011656,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.03201965198037389,0.01231525076168229,0.00456120398580827,0.00162900142350297,0.00056172462879413,0.00018724154293138,0.0000604004977198,0.00001887515553744,0.00000571974410226,0.00000168227767713,0.0000004806507649,0.00000013351410136,0.00000003608489226,0.00000000949602428,0.00000000243487802,0.00000000060871951,0.00000000014846817,0.00000000003534956,0.00000000000822083,0.00000000000186837,0.00000000000041519,0.00000000000009026,0.0000000000000192,0.000000000000004,0.00000000000000082,0.00000000000000016,0.00000000000000003,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
