avg_emotional_states
0.2,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011656,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.12804585359865622,0.07694576487974306,0.05880595159372877,0.04348297843273956,0.03049816695166931,0.02015754581213453,0.01254567415003015,0.00736428126985481,0.00408682360256632,0.00214972158877555,0.00107452471097452,0.0005115895228415,0.00023251775448479,0.00010108890206719,0.00004211895708673,0.00001684724232879,0.00000647962873201,0.00000239984418421,0.00000085708310278,0.00000029554499654,0.0000000985148053,0.00000003177892874,0.00000000993090684,0.00000000300936401,0.00000000088510673,0.00000000025288757,0.00000000007024654,0.00000000001898555,0.0000000000049962,0.00000000000128108,0.00000000000032027,0.00000000000007811,0.0000000000000186,0.00000000000000433,0.00000000000000098,0.00000000000000022,0.00000000000000005,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
