households collect each.tickwise_emotional_state
[1.0,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011654,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,1.0,0.9090951626714894,0.7687710036238711,0.5913623104799008,0.4224016503427863,0.2816011002285242,0.1760006876428276,0.10352981626048682,0.05751656458915935,0.03027187609955755,0.01513593804977878,0.0072075895475137,0.00327617706705168,0.0014244248117616,0.000593510338234,0.0002374041352936,0.00009130928280523,0.00003381825289083,0.00001207794746101,0.00000416480946931,0.0000013882698231,0.0000004478289752,0.00000013994655475,0.00000004240804689,0.00000001247295497,0.00000000356370142,0.00000000098991706,0.00000000026754515,0.00000000007040662,0.00000000001805298,0.00000000000451324,0.00000000000110079,0.00000000000026209,0.00000000000006095,0.00000000000001385,0.00000000000000308,0.00000000000000067,0.00000000000000014,0.00000000000000003,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.0,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011654,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.00004678938638395,0.3496519856428805,0.12950073542328908,0.04625026265117467,0.01594836643143954,0.00531612214381318,0.00171487811090748,0.00053589940965859,0.0001623937605026,0.00004776287073606,0.00001364653449602,0.00000379070402667,0.0000010245146018,0.00000026960910574,0.00000006913053993,0.00000001728263498,0.00000000421527683,0.00000000100363734,0.00000000023340403,0.00000000005304637,0.00000000001178808,0.00000000000256263,0.00000000000054524,0.00000000000011359,0.00000000000002318,0.00000000000000464,0.00000000000000091,0.00000000000000017,0.00000000000000003,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.1,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011654,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.04004211044774555,0.01540081171067137,0.00570400433728569,0.00203714440617346,0.00070246358833568,0.00023415452944523,0.00007553371917588,0.00002360428724246,0.0000071528143159,0.00000210376891644,0.00000060107683327,0.00000016696578702,0.00000004512588838,0.00000001187523379,0.00000000304493174,0.00000000076123293,0.00000000018566657,0.00000000004420633,0.00000000001028054,0.00000000000233649,0.00000000000051922,0.00000000000011287,0.00000000000002402,0.000000000000005,0.00000000000000102,0.0000000000000002,0.00000000000000004,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.3,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011654,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.12003275257046878,0.04616644329633415,0.09448652608009415,0.03374518788574792,0.01163627168474066,0.00387875722824689,0.0012512120091119,0.00039100375284747,0.00011848598571135,0.00003484881932687,0.00000995680552196,0.00000276577931166,0.00000074750792207,0.00000019671261107,0.00000005043913104,0.00000001260978276,0.00000000307555677,0.00000000073227542,0.00000000017029661,0.00000000003870377,0.00000000000860084,0.00000000000186975,0.00000000000039782,0.00000000000008288,0.00000000000001691,0.00000000000000338,0.00000000000000066,0.00000000000000013,0.00000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.8,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011654,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.3200093578772768,0.12308052226049107,0.04558537861499669,0.01628049236249882,0.00561396288362028,0.00187132096120676,0.00060365192296992,0.0001886412259281,0.000057164007857,0.00001681294348735,0.00000480369813924,0.00000133436059423,0.00000036063799844,0.00000009490473643,0.0000000243345478,0.00000000608363695,0.00000000148381389,0.00000000035328902,0.00000000008216024,0.00000000001867278,0.00000000000414951,0.00000000000090207,0.00000000000019193,0.00000000000003999,0.00000000000000816,0.00000000000000163,0.00000000000000032,0.00000000000000006,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
