avg_emotional_states
0.2,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011656,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.04002152377490754,0.01539289375974771,0.00570107176300425,0.00203609705831574,0.0007021024339709,0.00023403414470138,0.00007549488541441,0.00002359215170731,0.00000714913688925,0.00000210268732458,0.00000060076780907,0.00000016687994791,0.00000004510268904,0.00000001186912887,0.00000000304336645,0.00000000076084164,0.00000000018557114,0.00000000004418361,0.00000000001027526,0.00000000000233529,0.00000000000051895,0.00000000000011282,0.000000000000024,0.000000000000005,0.00000000000000102,0.0000000000000002,0.00000000000000004,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
