avg_emotional_states
0.2,0.2,0.18181818181818182,0.15151515151515152,0.11655011655011656,0.08325008325008325,0.0555000555000555,0.03468753468753468,0.02040443216913804,0.01133579564952114,0.00596620823659007,0.00298310411829504,0.00142052577061668,0.00064569353209849,0.00028073631830369,0.00011697346595987,0.08405100043115851,0.042827861297232,0.02428854089454417,0.01492480831894084,0.00945705764655354,0.00593027673908772,0.00359318857928427,0.00208033611056558,0.00114621076995684,0.00060061298656501,0.00029958562249918,0.00014246911368127,0.00006470948855678,0.00002812217593357,0.00001171453015292,0.00000468508170451,0.00000180178321734,0.00000066728784598,0.00000023830828111,0.00000008217333683,0.00000002739069714,0.00000000883562142,0.00000000276111369,0.00000000083669748,0.00000000024608677,0.00000000007031037,0.00000000001953063,0.00000000000527854,0.00000000000138909,0.00000000000035618,0.00000000000008904,0.00000000000002172,0.00000000000000517,0.0000000000000012,0.00000000000000027,0.00000000000000006,0.00000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
